Sort Order,Day,Time,Facility Name,Address,Activity Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day
4,Thursday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,10:30 - 11:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,16:00 - 17:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,PM
5,Friday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
5,Friday,10:30 - 11:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
5,Friday,11:30 - 12:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,"AM, PM"
5,Friday,16:00 - 17:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,PM
5,Friday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,Evening
6,Saturday,11:30 - 12:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,"AM, PM"
7,Sunday,11:30 - 12:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Lane swim,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,"AM, PM"
1,Monday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
1,Monday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
2,Tuesday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
2,Tuesday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
2,Tuesday,12:45 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,PM
2,Tuesday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,Evening
3,Wednesday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
3,Wednesday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,12:45 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,PM
4,Thursday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,Evening
5,Friday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
5,Friday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
6,Saturday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general – shallow,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
1,Monday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
1,Monday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
2,Tuesday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
2,Tuesday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
2,Tuesday,12:45 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,PM
2,Tuesday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,Evening
3,Wednesday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
3,Wednesday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
4,Thursday,12:45 - 13:45,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,PM
4,Thursday,20:00 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,Evening
5,Friday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
5,Friday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
6,Saturday,07:30 - 08:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Aqua general - deep,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Swimming,Adult,AM
1,Monday,07:30 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
2,Tuesday,06:30 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
3,Wednesday,07:30 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
4,Thursday,06:30 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
5,Friday,07:30 - 21:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
6,Saturday,08:00 - 15:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM"
7,Sunday,09:00 - 16:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Fitness,Adult,"AM, PM"
3,Wednesday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Cardio and strength - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
1,Monday,13:30 - 14:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Cardio and strength,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,PM
1,Monday,18:00 - 19:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Cardio and strength,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,Evening
1,Monday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Core conditioning - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
2,Tuesday,11:00 - 12:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Core conditioning - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
4,Thursday,11:00 - 12:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Core conditioning - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
5,Friday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Core conditioning - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
5,Friday,13:30 - 14:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Step and strength,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,PM
2,Tuesday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Strength - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
4,Thursday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Strength - 50+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,50+,AM
3,Wednesday,18:00 - 19:00,Pinecrest Recreation Complex,2250 Torquay Avenue,TMC,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,Evening
6,Saturday,08:30 - 09:30,Pinecrest Recreation Complex,2250 Torquay Avenue,TMC,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,AM
1,Monday,12:00 - 13:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,PM
2,Tuesday,19:15 - 20:15,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,Evening
3,Wednesday,12:00 - 13:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,PM
3,Wednesday,19:15 - 20:15,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,Evening
4,Thursday,19:15 - 20:15,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,Evening
5,Friday,12:00 - 13:00,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,PM
6,Saturday,10:30 - 11:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Yoga,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,AM
1,Monday,19:15 - 20:15,Pinecrest Recreation Complex,2250 Torquay Avenue,Zumba,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,Evening
6,Saturday,09:30 - 10:30,Pinecrest Recreation Complex,2250 Torquay Avenue,Zumba,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Group Fitness,Adult,AM
1,Monday,14:00 - 14:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Family skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
3,Wednesday,14:00 - 14:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Family skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
1,Monday,13:00 - 13:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Public skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
3,Wednesday,15:00 - 15:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Public skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
3,Wednesday,16:00 - 16:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Public skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
7,Sunday,14:00 - 14:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Public skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
7,Sunday,15:00 - 15:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Public skate,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,#,West - Nepean,Skating,"Preschool, Children, Youth, Adult",PM
1,Monday,12:00 - 12:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Pick-Up Hockey 18+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Skating,Adult,PM
2,Tuesday,07:00 - 07:50,Pinecrest Recreation Complex,2250 Torquay Avenue,Pick-Up Hockey 18+,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/pinecrest-recreation-complex,https://reservation.frontdesksuite.ca/rcfs/pinecrest/Home/Index?Culture=en&PageId=d2e84295-c4e0-490a-861b-f99e10636ab2,West - Nepean,Skating,Adult,AM
1,Monday,07:00 - 22:00,Nepean Sportsplex,1701 Woodroffe Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
2,Tuesday,07:00 - 22:00,Nepean Sportsplex,1701 Woodroffe Avenue,Weight and cardio room,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/nepean-sportsplex,#,West - Nepean,Fitness,Adult,"AM, PM, Evening"
